age,hours-per-week,workclass,education,marital-status,occupation,relationship,sex,native-country,income
40,40,1.0,15.0,2.0,0.0,5.0,0.0,38.0,1.0
46,45,3.0,5.0,2.0,9.0,5.0,0.0,38.0,0.0
45,40,3.0,15.0,2.0,2.0,0.0,1.0,38.0,1.0
68,7,3.0,11.0,6.0,7.0,4.0,0.0,8.0,0.0
33,45,3.0,9.0,5.0,3.0,1.0,0.0,38.0,0.0
23,20,3.0,15.0,2.0,7.0,0.0,1.0,38.0,0.0
42,60,5.0,9.0,2.0,4.0,0.0,1.0,38.0,1.0
30,45,3.0,15.0,4.0,11.0,1.0,1.0,38.0,1.0
35,40,6.0,15.0,0.0,0.0,4.0,0.0,38.0,0.0
40,50,3.0,11.0,0.0,0.0,4.0,0.0,38.0,0.0
46,50,4.0,6.0,2.0,0.0,5.0,0.0,38.0,0.0
49,40,1.0,11.0,2.0,13.0,0.0,1.0,38.0,0.0
41,60,3.0,11.0,2.0,3.0,0.0,1.0,38.0,0.0
26,38,3.0,12.0,4.0,3.0,3.0,1.0,38.0,0.0
37,20,3.0,11.0,0.0,7.0,1.0,0.0,38.0,0.0
50,40,1.0,15.0,2.0,10.0,0.0,1.0,38.0,1.0
20,20,3.0,15.0,4.0,7.0,3.0,1.0,38.0,0.0
30,40,3.0,15.0,2.0,11.0,0.0,1.0,38.0,0.0
23,45,3.0,11.0,2.0,2.0,0.0,1.0,38.0,0.0
44,40,1.0,9.0,2.0,10.0,0.0,1.0,38.0,1.0
28,40,3.0,9.0,4.0,0.0,1.0,1.0,38.0,0.0
48,40,3.0,15.0,4.0,3.0,1.0,0.0,20.0,1.0
34,40,3.0,11.0,5.0,5.0,4.0,0.0,38.0,0.0
58,99,3.0,9.0,4.0,9.0,1.0,1.0,38.0,0.0
33,40,1.0,15.0,2.0,10.0,0.0,1.0,38.0,0.0
38,84,3.0,9.0,3.0,13.0,1.0,1.0,18.0,0.0
67,20,5.0,3.0,6.0,7.0,1.0,0.0,38.0,0.0
23,40,3.0,0.0,4.0,6.0,1.0,0.0,38.0,0.0
42,40,3.0,15.0,2.0,9.0,0.0,1.0,38.0,1.0
54,40,3.0,11.0,2.0,0.0,5.0,0.0,38.0,0.0
49,40,3.0,12.0,2.0,3.0,0.0,1.0,38.0,1.0
35,60,3.0,12.0,2.0,3.0,0.0,1.0,38.0,1.0
26,40,3.0,11.0,4.0,2.0,3.0,1.0,38.0,0.0
36,40,3.0,11.0,2.0,5.0,0.0,1.0,38.0,0.0
25,40,3.0,0.0,2.0,6.0,0.0,1.0,38.0,0.0
35,60,1.0,12.0,4.0,9.0,1.0,1.0,38.0,1.0
40,40,1.0,12.0,2.0,9.0,0.0,1.0,38.0,0.0
52,50,3.0,7.0,5.0,9.0,1.0,0.0,38.0,0.0
42,40,6.0,9.0,2.0,9.0,0.0,1.0,38.0,1.0
25,30,3.0,2.0,5.0,9.0,4.0,0.0,38.0,0.0
50,40,5.0,12.0,2.0,9.0,5.0,0.0,1.0,1.0
52,40,3.0,15.0,2.0,12.0,0.0,1.0,38.0,1.0
51,40,1.0,12.0,2.0,9.0,0.0,1.0,38.0,0.0
19,40,3.0,15.0,4.0,5.0,3.0,1.0,38.0,0.0
43,40,3.0,8.0,2.0,4.0,0.0,1.0,38.0,1.0
57,40,3.0,2.0,2.0,13.0,0.0,1.0,38.0,1.0
35,60,3.0,11.0,0.0,3.0,1.0,1.0,38.0,0.0
30,30,3.0,9.0,4.0,11.0,1.0,0.0,38.0,0.0
38,40,3.0,11.0,2.0,2.0,0.0,1.0,38.0,0.0
45,40,6.0,15.0,0.0,0.0,1.0,0.0,38.0,0.0
23,40,3.0,11.0,4.0,5.0,3.0,1.0,38.0,0.0
22,40,3.0,15.0,5.0,7.0,3.0,0.0,38.0,0.0
21,35,3.0,11.0,4.0,9.0,2.0,1.0,25.0,0.0
60,38,3.0,15.0,2.0,10.0,0.0,1.0,38.0,0.0
45,48,3.0,9.0,0.0,9.0,4.0,0.0,38.0,1.0
49,40,6.0,0.0,2.0,7.0,0.0,1.0,38.0,0.0
29,35,3.0,15.0,0.0,7.0,1.0,0.0,38.0,0.0
40,35,3.0,11.0,2.0,13.0,0.0,1.0,38.0,0.0
42,40,3.0,12.0,2.0,9.0,0.0,1.0,38.0,0.0
33,35,3.0,3.0,2.0,2.0,0.0,1.0,25.0,0.0
63,40,5.0,11.0,2.0,2.0,0.0,1.0,38.0,0.0
53,40,3.0,11.0,2.0,2.0,0.0,1.0,38.0,0.0
38,40,3.0,8.0,2.0,2.0,0.0,1.0,38.0,1.0
44,45,3.0,15.0,2.0,11.0,0.0,1.0,38.0,1.0
43,40,3.0,0.0,2.0,13.0,0.0,1.0,38.0,0.0
26,32,3.0,12.0,4.0,3.0,1.0,1.0,38.0,0.0
56,40,3.0,11.0,2.0,13.0,0.0,1.0,38.0,0.0
39,40,3.0,8.0,0.0,0.0,4.0,0.0,38.0,0.0
44,48,3.0,5.0,0.0,5.0,1.0,1.0,38.0,0.0
34,48,3.0,11.0,5.0,0.0,1.0,1.0,38.0,1.0
40,40,3.0,7.0,4.0,0.0,1.0,0.0,38.0,0.0
38,40,0.0,15.0,2.0,7.0,0.0,1.0,38.0,0.0
44,40,3.0,15.0,0.0,0.0,4.0,0.0,38.0,0.0
34,72,0.0,15.0,0.0,10.0,3.0,1.0,38.0,0.0
22,20,3.0,9.0,4.0,9.0,1.0,1.0,8.0,0.0
58,20,4.0,15.0,6.0,11.0,1.0,0.0,38.0,1.0
43,30,3.0,15.0,0.0,12.0,4.0,0.0,38.0,0.0
23,40,3.0,11.0,4.0,2.0,3.0,1.0,3.0,0.0
41,40,3.0,15.0,5.0,3.0,1.0,0.0,38.0,0.0
44,35,3.0,15.0,4.0,7.0,1.0,1.0,38.0,0.0
32,40,3.0,11.0,2.0,0.0,0.0,1.0,38.0,0.0
38,56,1.0,7.0,2.0,10.0,0.0,1.0,38.0,1.0
47,50,3.0,15.0,2.0,11.0,0.0,1.0,38.0,1.0
24,30,3.0,11.0,4.0,7.0,3.0,0.0,38.0,0.0
39,40,3.0,12.0,2.0,3.0,0.0,1.0,38.0,0.0
32,54,3.0,2.0,0.0,10.0,3.0,1.0,25.0,0.0
40,50,3.0,11.0,2.0,6.0,0.0,1.0,38.0,0.0
71,40,3.0,4.0,2.0,13.0,0.0,1.0,38.0,0.0
45,50,1.0,12.0,4.0,9.0,1.0,1.0,38.0,1.0
54,45,3.0,11.0,0.0,13.0,1.0,1.0,38.0,0.0
26,54,3.0,8.0,4.0,11.0,4.0,0.0,38.0,0.0
37,45,3.0,15.0,2.0,3.0,5.0,0.0,38.0,1.0
28,55,5.0,15.0,2.0,4.0,0.0,1.0,38.0,0.0
42,15,3.0,9.0,0.0,9.0,4.0,0.0,38.0,0.0
45,40,3.0,11.0,2.0,2.0,0.0,1.0,38.0,0.0
37,50,3.0,11.0,2.0,11.0,0.0,1.0,38.0,0.0
57,50,3.0,11.0,2.0,11.0,0.0,1.0,38.0,0.0
39,60,3.0,9.0,2.0,9.0,1.0,1.0,38.0,0.0
45,40,6.0,15.0,2.0,0.0,5.0,0.0,38.0,1.0
30,46,3.0,8.0,0.0,0.0,1.0,0.0,38.0,0.0
27,40,3.0,11.0,1.0,2.0,0.0,1.0,38.0,1.0
44,40,3.0,10.0,2.0,9.0,0.0,1.0,38.0,1.0
38,60,3.0,11.0,2.0,3.0,5.0,0.0,38.0,1.0
19,40,3.0,11.0,4.0,4.0,3.0,1.0,38.0,0.0
39,38,3.0,15.0,0.0,11.0,1.0,0.0,38.0,0.0
55,40,4.0,0.0,6.0,13.0,1.0,1.0,38.0,0.0
17,20,3.0,0.0,4.0,7.0,3.0,0.0,38.0,0.0
43,40,3.0,15.0,0.0,0.0,4.0,0.0,38.0,0.0
36,35,1.0,11.0,2.0,7.0,5.0,0.0,38.0,0.0
45,60,3.0,9.0,2.0,4.0,0.0,1.0,38.0,0.0
44,38,3.0,12.0,2.0,3.0,0.0,1.0,38.0,1.0
26,52,3.0,15.0,2.0,13.0,0.0,1.0,38.0,1.0
21,40,3.0,11.0,4.0,7.0,3.0,0.0,38.0,0.0
43,60,0.0,9.0,2.0,11.0,0.0,1.0,38.0,0.0
34,40,3.0,11.0,2.0,2.0,0.0,1.0,38.0,0.0
33,20,6.0,9.0,4.0,9.0,1.0,1.0,38.0,0.0
40,51,4.0,11.0,4.0,11.0,1.0,1.0,38.0,0.0
46,40,3.0,4.0,4.0,6.0,3.0,0.0,5.0,0.0
20,40,3.0,11.0,4.0,9.0,3.0,1.0,38.0,0.0
54,40,6.0,11.0,6.0,3.0,1.0,0.0,38.0,0.0
23,40,3.0,15.0,4.0,3.0,3.0,1.0,38.0,0.0
58,45,4.0,11.0,2.0,3.0,0.0,1.0,38.0,0.0
42,45,5.0,11.0,2.0,2.0,0.0,1.0,38.0,0.0
25,38,3.0,11.0,4.0,7.0,1.0,0.0,38.0,0.0
60,30,3.0,1.0,2.0,6.0,5.0,0.0,16.0,0.0
43,40,6.0,11.0,4.0,0.0,1.0,0.0,38.0,0.0
25,40,3.0,9.0,4.0,11.0,3.0,0.0,38.0,0.0
31,45,3.0,11.0,2.0,2.0,5.0,0.0,38.0,0.0
35,40,3.0,11.0,0.0,2.0,1.0,1.0,38.0,0.0
48,40,3.0,15.0,0.0,6.0,4.0,1.0,38.0,0.0
43,20,5.0,11.0,2.0,0.0,5.0,0.0,38.0,1.0
27,40,3.0,11.0,0.0,3.0,4.0,0.0,38.0,0.0
52,22,5.0,11.0,2.0,13.0,0.0,1.0,38.0,0.0
49,40,3.0,15.0,2.0,0.0,5.0,0.0,38.0,1.0
31,40,3.0,11.0,4.0,0.0,3.0,0.0,38.0,0.0
59,40,3.0,1.0,0.0,4.0,1.0,1.0,38.0,0.0
27,40,3.0,9.0,2.0,7.0,0.0,1.0,38.0,0.0
38,40,5.0,12.0,4.0,9.0,1.0,1.0,38.0,1.0
51,40,0.0,9.0,2.0,9.0,0.0,1.0,38.0,1.0
24,40,3.0,11.0,4.0,2.0,1.0,1.0,38.0,0.0
58,45,4.0,9.0,2.0,3.0,0.0,1.0,38.0,1.0
46,40,3.0,15.0,0.0,0.0,4.0,0.0,38.0,0.0
55,40,3.0,4.0,6.0,6.0,4.0,0.0,38.0,0.0
76,8,3.0,11.0,0.0,0.0,1.0,0.0,38.0,0.0
25,40,3.0,15.0,0.0,0.0,4.0,0.0,38.0,0.0
33,40,3.0,11.0,2.0,2.0,0.0,1.0,38.0,0.0
46,40,3.0,11.0,2.0,13.0,0.0,1.0,38.0,0.0
51,40,3.0,15.0,2.0,0.0,5.0,0.0,38.0,0.0
42,40,1.0,8.0,6.0,9.0,4.0,0.0,38.0,0.0
41,40,1.0,15.0,0.0,2.0,1.0,1.0,38.0,0.0
42,40,6.0,7.0,0.0,7.0,1.0,0.0,38.0,0.0
34,40,3.0,11.0,2.0,13.0,0.0,1.0,38.0,1.0
31,40,3.0,8.0,4.0,7.0,4.0,0.0,38.0,0.0
35,40,3.0,3.0,3.0,7.0,1.0,1.0,12.0,0.0
40,40,3.0,11.0,4.0,7.0,1.0,1.0,38.0,0.0
46,40,1.0,15.0,2.0,10.0,0.0,1.0,38.0,1.0
43,40,1.0,12.0,2.0,9.0,5.0,0.0,38.0,1.0
35,40,3.0,11.0,2.0,7.0,0.0,1.0,2.0,0.0
23,20,3.0,9.0,4.0,0.0,3.0,0.0,38.0,0.0
50,12,5.0,11.0,2.0,7.0,5.0,0.0,38.0,0.0
43,40,3.0,11.0,0.0,6.0,2.0,1.0,38.0,0.0
61,40,3.0,11.0,2.0,13.0,0.0,1.0,38.0,1.0
29,50,3.0,14.0,4.0,9.0,3.0,1.0,38.0,0.0
21,40,3.0,11.0,4.0,11.0,1.0,1.0,38.0,0.0
40,40,3.0,11.0,4.0,7.0,4.0,0.0,38.0,0.0
23,40,3.0,9.0,4.0,9.0,3.0,1.0,38.0,0.0
90,55,3.0,9.0,4.0,3.0,1.0,1.0,38.0,0.0
24,40,3.0,9.0,4.0,3.0,3.0,1.0,38.0,0.0
40,60,1.0,12.0,2.0,3.0,0.0,1.0,38.0,1.0
37,55,5.0,8.0,2.0,2.0,0.0,1.0,38.0,0.0
31,40,3.0,11.0,4.0,2.0,1.0,0.0,38.0,0.0
22,40,3.0,11.0,4.0,13.0,3.0,1.0,38.0,0.0
25,40,3.0,15.0,2.0,3.0,0.0,1.0,38.0,0.0
47,60,1.0,12.0,2.0,9.0,0.0,1.0,38.0,1.0
48,40,1.0,8.0,2.0,2.0,0.0,1.0,38.0,0.0
36,50,3.0,12.0,2.0,9.0,0.0,1.0,38.0,0.0
26,80,3.0,9.0,4.0,9.0,1.0,0.0,38.0,0.0
28,40,3.0,6.0,2.0,6.0,5.0,0.0,38.0,0.0
20,40,6.0,15.0,4.0,4.0,1.0,1.0,38.0,0.0
51,40,3.0,15.0,0.0,5.0,1.0,0.0,20.0,0.0
32,40,0.0,11.0,2.0,0.0,5.0,0.0,38.0,1.0
55,40,3.0,0.0,2.0,7.0,0.0,1.0,38.0,0.0
41,40,1.0,9.0,0.0,10.0,4.0,0.0,38.0,0.0
45,40,4.0,11.0,2.0,7.0,0.0,1.0,38.0,1.0
65,40,1.0,11.0,2.0,2.0,0.0,1.0,38.0,0.0
22,40,3.0,15.0,4.0,0.0,3.0,0.0,38.0,0.0
22,20,3.0,15.0,4.0,9.0,3.0,0.0,38.0,0.0
42,50,5.0,14.0,2.0,9.0,0.0,1.0,38.0,1.0
24,40,3.0,9.0,2.0,3.0,5.0,0.0,38.0,0.0
67,41,3.0,15.0,0.0,7.0,4.0,0.0,38.0,0.0
28,37,3.0,11.0,3.0,12.0,1.0,0.0,38.0,0.0
56,35,3.0,0.0,2.0,7.0,0.0,1.0,4.0,1.0
31,38,6.0,8.0,2.0,10.0,0.0,1.0,38.0,0.0
33,40,3.0,15.0,5.0,3.0,4.0,0.0,38.0,0.0
52,40,3.0,5.0,2.0,9.0,0.0,1.0,38.0,0.0
45,40,3.0,15.0,2.0,5.0,0.0,1.0,10.0,1.0
47,40,3.0,5.0,2.0,5.0,0.0,1.0,31.0,0.0
40,30,3.0,11.0,0.0,11.0,4.0,0.0,38.0,0.0
35,48,3.0,15.0,4.0,11.0,3.0,1.0,38.0,0.0
65,40,5.0,5.0,2.0,4.0,0.0,1.0,38.0,0.0
42,30,3.0,15.0,2.0,7.0,5.0,0.0,38.0,0.0
23,15,0.0,9.0,4.0,9.0,1.0,0.0,38.0,0.0
39,40,3.0,15.0,0.0,0.0,1.0,0.0,38.0,0.0
39,30,3.0,11.0,2.0,2.0,0.0,1.0,38.0,0.0
37,40,3.0,11.0,2.0,13.0,0.0,1.0,38.0,0.0
25,40,3.0,8.0,4.0,0.0,1.0,0.0,38.0,0.0
31,40,5.0,11.0,4.0,7.0,4.0,0.0,38.0,0.0
39,45,3.0,11.0,0.0,3.0,1.0,1.0,38.0,0.0
39,30,3.0,9.0,2.0,11.0,0.0,1.0,38.0,1.0
25,35,3.0,9.0,4.0,0.0,3.0,1.0,38.0,0.0
30,40,3.0,1.0,2.0,13.0,0.0,1.0,38.0,0.0
37,48,3.0,6.0,2.0,6.0,5.0,0.0,38.0,0.0
22,36,3.0,11.0,4.0,2.0,4.0,0.0,25.0,0.0
33,45,3.0,7.0,4.0,2.0,1.0,1.0,38.0,0.0
70,40,6.0,9.0,4.0,3.0,1.0,1.0,38.0,0.0
36,45,3.0,15.0,0.0,0.0,1.0,1.0,38.0,0.0
53,50,1.0,12.0,0.0,9.0,4.0,0.0,38.0,0.0
17,30,3.0,1.0,4.0,10.0,3.0,0.0,38.0,0.0
36,40,3.0,15.0,0.0,5.0,1.0,1.0,38.0,0.0
36,55,5.0,14.0,4.0,9.0,1.0,1.0,38.0,1.0
40,40,1.0,11.0,3.0,4.0,3.0,1.0,38.0,0.0
36,50,3.0,11.0,2.0,13.0,0.0,1.0,38.0,1.0
28,55,3.0,11.0,2.0,13.0,0.0,1.0,38.0,0.0
49,45,3.0,4.0,4.0,6.0,1.0,1.0,38.0,0.0
63,40,4.0,11.0,2.0,3.0,0.0,1.0,38.0,0.0
61,20,3.0,15.0,2.0,5.0,0.0,1.0,38.0,0.0
48,60,4.0,11.0,2.0,2.0,0.0,1.0,38.0,1.0
55,40,3.0,11.0,3.0,6.0,1.0,1.0,30.0,0.0
18,4,3.0,15.0,4.0,9.0,3.0,0.0,38.0,0.0
20,20,3.0,11.0,2.0,11.0,2.0,1.0,38.0,0.0
49,40,3.0,11.0,2.0,7.0,0.0,1.0,2.0,0.0
27,40,0.0,11.0,2.0,5.0,0.0,1.0,38.0,0.0
37,33,3.0,0.0,0.0,7.0,4.0,0.0,38.0,0.0
32,40,6.0,11.0,2.0,10.0,0.0,1.0,38.0,0.0
33,60,4.0,10.0,2.0,9.0,0.0,1.0,38.0,0.0
47,26,3.0,8.0,2.0,7.0,0.0,1.0,38.0,0.0
34,40,3.0,11.0,2.0,6.0,0.0,1.0,38.0,0.0
61,35,3.0,11.0,0.0,0.0,2.0,0.0,38.0,0.0
25,40,3.0,11.0,4.0,2.0,3.0,1.0,38.0,0.0
26,30,3.0,7.0,4.0,11.0,3.0,1.0,38.0,0.0
18,30,3.0,11.0,4.0,11.0,3.0,0.0,38.0,0.0
35,50,3.0,11.0,2.0,11.0,0.0,1.0,38.0,0.0
36,40,3.0,11.0,0.0,0.0,4.0,0.0,38.0,0.0
56,35,3.0,11.0,2.0,2.0,0.0,1.0,38.0,1.0
40,40,6.0,8.0,4.0,2.0,1.0,1.0,38.0,0.0
24,38,3.0,2.0,4.0,7.0,3.0,0.0,38.0,0.0
66,40,3.0,11.0,6.0,11.0,1.0,0.0,38.0,1.0
42,40,3.0,11.0,2.0,6.0,5.0,0.0,38.0,0.0
28,20,3.0,11.0,4.0,13.0,3.0,1.0,38.0,0.0
39,35,6.0,15.0,0.0,0.0,4.0,0.0,38.0,0.0
65,25,5.0,8.0,2.0,4.0,0.0,1.0,38.0,0.0
20,20,3.0,15.0,4.0,7.0,3.0,0.0,38.0,0.0
39,40,3.0,15.0,0.0,11.0,1.0,0.0,38.0,0.0
18,30,3.0,11.0,4.0,6.0,1.0,0.0,38.0,0.0
49,40,3.0,5.0,2.0,6.0,5.0,0.0,16.0,0.0
21,48,3.0,15.0,4.0,9.0,3.0,1.0,38.0,0.0
35,30,3.0,11.0,2.0,9.0,0.0,1.0,38.0,0.0
38,40,3.0,11.0,2.0,0.0,0.0,1.0,38.0,1.0
55,40,3.0,11.0,2.0,2.0,0.0,1.0,38.0,0.0
27,55,3.0,0.0,2.0,2.0,2.0,1.0,38.0,0.0
34,40,3.0,11.0,5.0,0.0,4.0,0.0,38.0,0.0
54,40,1.0,15.0,4.0,9.0,1.0,0.0,25.0,0.0
38,40,3.0,11.0,4.0,0.0,4.0,0.0,38.0,0.0
32,40,3.0,11.0,0.0,0.0,2.0,0.0,38.0,0.0
33,12,6.0,15.0,5.0,12.0,1.0,1.0,38.0,0.0
32,50,0.0,7.0,2.0,10.0,0.0,1.0,38.0,0.0
34,50,3.0,12.0,2.0,3.0,0.0,1.0,9.0,0.0
46,30,3.0,9.0,2.0,7.0,0.0,1.0,38.0,1.0
48,40,3.0,12.0,2.0,3.0,0.0,1.0,38.0,1.0
23,40,3.0,15.0,4.0,3.0,3.0,1.0,38.0,0.0
48,40,0.0,5.0,3.0,5.0,4.0,1.0,38.0,0.0
67,37,3.0,11.0,2.0,3.0,0.0,1.0,38.0,1.0
25,20,3.0,9.0,4.0,7.0,1.0,0.0,38.0,0.0
27,40,1.0,7.0,4.0,9.0,1.0,0.0,38.0,0.0
56,40,3.0,3.0,5.0,6.0,4.0,1.0,38.0,0.0
60,25,5.0,11.0,2.0,11.0,5.0,0.0,38.0,0.0
27,40,3.0,15.0,4.0,0.0,1.0,0.0,38.0,0.0
21,40,3.0,15.0,4.0,11.0,3.0,1.0,38.0,0.0
24,40,3.0,15.0,4.0,9.0,3.0,0.0,38.0,0.0
31,40,3.0,15.0,2.0,2.0,0.0,1.0,38.0,0.0
22,15,3.0,0.0,4.0,2.0,3.0,1.0,38.0,0.0
26,45,3.0,9.0,4.0,3.0,1.0,0.0,38.0,0.0
45,48,4.0,11.0,2.0,2.0,0.0,1.0,38.0,0.0
33,40,3.0,11.0,4.0,13.0,2.0,1.0,38.0,0.0
55,48,3.0,4.0,2.0,9.0,0.0,1.0,25.0,0.0
29,40,3.0,6.0,0.0,6.0,4.0,0.0,38.0,0.0
35,60,5.0,11.0,2.0,2.0,0.0,1.0,38.0,1.0
53,40,6.0,11.0,2.0,2.0,0.0,1.0,38.0,0.0
40,40,3.0,15.0,4.0,3.0,3.0,0.0,38.0,0.0
20,30,3.0,11.0,4.0,7.0,3.0,1.0,38.0,0.0
41,25,1.0,11.0,4.0,7.0,4.0,0.0,38.0,0.0
45,45,3.0,12.0,2.0,0.0,0.0,1.0,38.0,1.0
27,40,3.0,11.0,2.0,5.0,0.0,1.0,38.0,0.0
55,35,3.0,15.0,2.0,13.0,0.0,1.0,38.0,0.0
31,40,3.0,15.0,2.0,3.0,0.0,1.0,38.0,1.0
45,55,3.0,15.0,0.0,11.0,1.0,0.0,38.0,0.0
64,5,3.0,11.0,2.0,3.0,0.0,1.0,38.0,0.0
38,45,3.0,15.0,2.0,3.0,0.0,1.0,38.0,0.0
17,40,3.0,0.0,4.0,7.0,3.0,1.0,38.0,0.0
22,50,3.0,2.0,3.0,7.0,4.0,0.0,38.0,0.0
23,30,3.0,15.0,4.0,7.0,3.0,0.0,38.0,0.0
25,40,3.0,11.0,4.0,2.0,4.0,1.0,38.0,0.0
31,30,3.0,11.0,2.0,9.0,0.0,1.0,25.0,0.0
37,35,3.0,11.0,4.0,7.0,4.0,0.0,38.0,0.0
28,40,1.0,15.0,4.0,10.0,3.0,1.0,38.0,0.0
33,40,3.0,9.0,2.0,9.0,5.0,0.0,38.0,1.0
41,40,3.0,11.0,2.0,0.0,0.0,1.0,38.0,0.0
61,50,4.0,9.0,2.0,11.0,0.0,1.0,38.0,0.0
25,25,3.0,15.0,4.0,7.0,3.0,0.0,38.0,0.0
20,56,3.0,15.0,4.0,9.0,3.0,1.0,38.0,0.0
35,40,3.0,11.0,0.0,3.0,4.0,0.0,38.0,1.0
64,40,1.0,8.0,2.0,3.0,0.0,1.0,38.0,1.0
28,38,3.0,11.0,2.0,5.0,0.0,1.0,38.0,0.0
53,40,3.0,11.0,0.0,13.0,4.0,1.0,38.0,0.0
28,40,3.0,11.0,4.0,0.0,1.0,0.0,38.0,0.0
38,40,0.0,15.0,0.0,5.0,4.0,0.0,38.0,0.0
25,35,1.0,9.0,4.0,9.0,1.0,1.0,21.0,0.0
19,30,3.0,15.0,4.0,7.0,1.0,0.0,38.0,0.0
20,30,3.0,7.0,4.0,0.0,1.0,0.0,38.0,0.0
27,40,3.0,9.0,4.0,6.0,1.0,1.0,38.0,0.0
21,40,3.0,15.0,4.0,9.0,3.0,0.0,38.0,0.0
30,40,3.0,11.0,4.0,0.0,3.0,0.0,38.0,0.0
22,30,3.0,0.0,4.0,2.0,2.0,1.0,38.0,0.0
26,40,3.0,9.0,4.0,11.0,1.0,0.0,38.0,0.0
27,45,3.0,11.0,2.0,6.0,0.0,1.0,38.0,0.0
57,40,3.0,6.0,2.0,6.0,0.0,1.0,32.0,0.0
18,60,1.0,12.0,4.0,9.0,3.0,0.0,38.0,0.0
30,45,3.0,9.0,4.0,9.0,1.0,1.0,38.0,0.0
34,50,5.0,9.0,0.0,9.0,4.0,0.0,38.0,0.0
60,38,3.0,11.0,0.0,7.0,4.0,0.0,38.0,0.0
25,40,3.0,2.0,2.0,2.0,0.0,1.0,38.0,1.0
39,55,3.0,9.0,2.0,11.0,0.0,1.0,38.0,0.0
48,40,3.0,11.0,2.0,0.0,5.0,0.0,38.0,1.0
27,30,5.0,15.0,2.0,3.0,0.0,1.0,38.0,0.0
33,65,5.0,11.0,0.0,2.0,1.0,1.0,38.0,1.0
65,40,4.0,11.0,2.0,3.0,0.0,1.0,38.0,0.0
27,40,3.0,9.0,4.0,12.0,3.0,1.0,38.0,0.0
32,40,3.0,15.0,4.0,2.0,4.0,1.0,38.0,0.0
45,50,5.0,15.0,5.0,11.0,4.0,1.0,38.0,0.0
18,16,3.0,1.0,4.0,9.0,3.0,1.0,38.0,0.0
27,45,3.0,9.0,4.0,3.0,1.0,1.0,38.0,0.0
57,60,5.0,15.0,2.0,3.0,5.0,0.0,38.0,0.0
44,55,3.0,15.0,0.0,11.0,4.0,1.0,38.0,1.0
30,44,3.0,12.0,2.0,9.0,0.0,1.0,38.0,1.0
26,40,3.0,15.0,0.0,0.0,1.0,0.0,38.0,0.0
28,40,0.0,15.0,2.0,0.0,0.0,1.0,38.0,1.0
61,40,3.0,11.0,2.0,13.0,0.0,1.0,38.0,1.0
49,50,5.0,11.0,2.0,2.0,0.0,1.0,25.0,0.0
50,50,3.0,7.0,2.0,6.0,0.0,1.0,38.0,1.0
53,99,5.0,5.0,2.0,12.0,0.0,1.0,38.0,0.0
33,40,3.0,11.0,2.0,2.0,0.0,1.0,38.0,1.0
22,10,3.0,15.0,4.0,0.0,3.0,1.0,38.0,0.0
45,40,1.0,9.0,0.0,10.0,1.0,1.0,38.0,1.0
26,60,3.0,15.0,4.0,9.0,1.0,1.0,38.0,0.0
50,20,3.0,5.0,5.0,9.0,3.0,0.0,38.0,0.0
47,40,5.0,11.0,2.0,2.0,0.0,1.0,38.0,1.0
52,40,0.0,9.0,2.0,9.0,0.0,1.0,38.0,1.0
57,36,3.0,11.0,6.0,0.0,1.0,0.0,38.0,0.0
21,35,3.0,15.0,4.0,9.0,3.0,0.0,38.0,0.0
50,50,1.0,12.0,0.0,9.0,1.0,0.0,38.0,1.0
33,40,0.0,15.0,4.0,0.0,3.0,0.0,38.0,0.0
34,40,5.0,1.0,2.0,2.0,0.0,1.0,38.0,0.0
20,20,3.0,15.0,4.0,7.0,3.0,0.0,38.0,0.0
57,40,3.0,7.0,0.0,0.0,1.0,0.0,38.0,0.0
57,48,5.0,11.0,2.0,11.0,0.0,1.0,38.0,0.0
21,8,3.0,7.0,4.0,0.0,3.0,0.0,38.0,0.0
40,40,3.0,15.0,0.0,11.0,1.0,1.0,38.0,0.0
23,40,3.0,15.0,5.0,2.0,1.0,1.0,38.0,0.0
54,20,3.0,11.0,2.0,0.0,0.0,1.0,38.0,0.0
38,40,3.0,15.0,2.0,3.0,0.0,1.0,38.0,1.0
22,40,6.0,15.0,4.0,0.0,1.0,0.0,38.0,0.0
27,42,3.0,11.0,4.0,0.0,1.0,0.0,38.0,0.0
42,40,3.0,4.0,2.0,7.0,0.0,1.0,7.0,0.0
36,47,3.0,11.0,4.0,0.0,1.0,0.0,38.0,0.0
22,40,3.0,11.0,2.0,11.0,0.0,1.0,38.0,0.0
40,40,6.0,6.0,5.0,6.0,1.0,1.0,38.0,0.0
26,45,3.0,11.0,2.0,6.0,0.0,1.0,38.0,0.0
46,40,6.0,11.0,4.0,13.0,1.0,1.0,38.0,0.0
28,60,3.0,1.0,2.0,2.0,1.0,1.0,38.0,1.0
46,45,6.0,9.0,4.0,3.0,1.0,1.0,38.0,0.0
55,40,3.0,11.0,0.0,5.0,1.0,0.0,38.0,0.0
76,20,3.0,15.0,0.0,0.0,1.0,0.0,38.0,0.0
27,60,3.0,9.0,4.0,9.0,1.0,1.0,38.0,0.0
50,40,3.0,11.0,2.0,13.0,0.0,1.0,38.0,1.0
75,20,3.0,11.0,2.0,2.0,0.0,1.0,38.0,0.0
42,40,0.0,12.0,2.0,3.0,0.0,1.0,38.0,1.0
36,40,1.0,12.0,4.0,9.0,1.0,0.0,38.0,0.0
